county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Wilton Rancheria Tribe,2020-06-25,,,,,
Bishop Paiute Tribal Council,2020-06-25,,,,,
Alameda County,2020-06-26,652.0,460.0,91.0,91.0,
Alpine County,2020-06-26,,,,,
Amador County,2020-06-26,,,,,
Butte County,2020-06-26,127.0,127.0,,,
Calaveras County,2020-06-26,30.0,26.0,,,
Colusa County,2020-06-26,,,,,
Contra Costa County,2020-06-26,566.0,449.0,,,
Del Norte County,2020-06-26,27.0,27.0,,,
El Dorado County,2020-06-26,46.0,40.0,,,
Fresno County,2020-06-26,305.0,250.0,28.0,28.0,
Glenn County,2020-06-26,,,,,
Humboldt County,2020-06-26,74.0,55.0,15.0,,
Imperial County,2020-06-26,126.0,119.0,37.0,,
Inyo County,2020-06-26,,,,,
Kern County,2020-06-26,22.0,22.0,15.0,15.0,
Kings County,2020-06-26,43.0,42.0,,,
Lake County,2020-06-26,15.0,,,,
Lassen County,2020-06-26,,,,,
Los Angeles County,2020-06-26,4320.0,3489.0,651.0,651.0,
Madera County ,2020-06-26,17.0,17.0,,,
Marin County ,2020-06-26,200.0,127.0,44.0,,
Mariposa County,2020-06-26,44.0,,,,
Mendocino County,2020-06-26,167.0,127.0,,,
Merced County,2020-06-26,112.0,74.0,,,
Modoc County,2020-06-26,,,,,
Mono County,2020-06-26,,,,,
Monterey County,2020-06-26,112.0,107.0,108.0,15.0,
Napa County ,2020-06-26,75.0,38.0,18.0,12.0,
Nevada County ,2020-06-26,70.0,,,,
Orange County,2020-06-26,666.0,507.0,78.0,78.0,
Placer County,2020-06-26,73.0,45.0,12.0,12.0,
Plumas County,2020-06-26,,,,,
Riverside County,2020-06-26,369.0,369.0,15.0,15.0,
Sacramento County,2020-06-26,525.0,501.0,63.0,63.0,
San Benito County,2020-06-26,97.0,75.0,,,
San Bernardino County,2020-06-26,50.0,37.0,20.0,,20.0
San Diego County,2020-06-26,1606.0,224.0,44.0,44.0,
San Francisco,2020-06-26,2412.0,1692.0,91.0,91.0,
San Joaquin County,2020-06-26,76.0,66.0,,,
San Luis Obispo County,2020-06-26,155.0,,14.0,14.0,
San Mateo County,2020-06-26,163.0,163.0,,,
Santa Barbara County,2020-06-26,128.0,115.0,,,
Santa Clara County,2020-06-26,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-26,149.0,134.0,35.0,,
Shasta County,2020-06-26,39.0,39.0,,,
Sierra County,2020-06-26,,,,,
Siskiyou County,2020-06-26,,,,,
Solano County,2020-06-26,209.0,145.0,,,
Sonoma County,2020-06-26,167.0,132.0,,,
Stanislaus County,2020-06-26,134.0,94.0,,,
Sutter County,2020-06-26,21.0,21.0,,,
Tehama County,2020-06-26,,,,,
Trinity County,2020-06-26,,,,,
Tulare County,2020-06-26,113.0,71.0,,,
Tuolumne County,2020-06-26,50.0,34.0,,,
Ventura County,2020-06-26,388.0,268.0,,,
Yolo County,2020-06-26,207.0,111.0,,,
Yuba County,2020-06-26,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-26,,,,,
Bishop Paiute Tribal Council,2020-06-26,,,,,
Alameda County,2020-06-29,652.0,460.0,91.0,91.0,
Alpine County,2020-06-29,,,,,
Amador County,2020-06-29,,,,,
Butte County,2020-06-29,128.0,128.0,,,
Calaveras County,2020-06-29,30.0,26.0,,,
Colusa County,2020-06-29,,,,,
Contra Costa County,2020-06-29,566.0,445.0,,,
Del Norte County,2020-06-29,27.0,27.0,,,
El Dorado County,2020-06-29,46.0,40.0,,,
Fresno County,2020-06-29,305.0,250.0,28.0,28.0,
Glenn County,2020-06-29,,,,,
Humboldt County,2020-06-29,74.0,55.0,15.0,,
Imperial County,2020-06-29,126.0,119.0,37.0,,
Inyo County,2020-06-29,,,,,
Kern County,2020-06-29,24.0,24.0,15.0,15.0,
Kings County,2020-06-29,43.0,43.0,,,
Lake County,2020-06-29,15.0,,,,
Lassen County,2020-06-29,,,,,
Los Angeles County,2020-06-29,4320.0,3479.0,651.0,651.0,
Madera County ,2020-06-29,17.0,17.0,,,
Marin County ,2020-06-29,200.0,123.0,44.0,,
Mariposa County,2020-06-29,44.0,,,,
Mendocino County,2020-06-29,166.0,127.0,,,
Merced County,2020-06-29,112.0,74.0,,,
Modoc County,2020-06-29,,,,,
Mono County,2020-06-29,,,,,
Monterey County,2020-06-29,112.0,103.0,108.0,15.0,
Napa County ,2020-06-29,75.0,39.0,18.0,12.0,
Nevada County ,2020-06-29,70.0,,,,
Orange County,2020-06-29,666.0,468.0,78.0,78.0,
Placer County,2020-06-29,73.0,43.0,12.0,12.0,
Plumas County,2020-06-29,,,,,
Riverside County,2020-06-29,367.0,367.0,15.0,15.0,
Sacramento County,2020-06-29,525.0,501.0,63.0,63.0,
San Benito County,2020-06-29,97.0,85.0,,,
San Bernardino County,2020-06-29,50.0,37.0,20.0,,20.0
San Diego County,2020-06-29,1606.0,224.0,44.0,44.0,
San Francisco,2020-06-29,2407.0,1741.0,91.0,91.0,
San Joaquin County,2020-06-29,76.0,65.0,,,
San Luis Obispo County,2020-06-29,155.0,,14.0,14.0,
San Mateo County,2020-06-29,166.0,166.0,,,
Santa Barbara County,2020-06-29,122.0,108.0,,,
Santa Clara County,2020-06-29,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-29,149.0,134.0,35.0,,12.0
Shasta County,2020-06-29,39.0,39.0,,,
Sierra County,2020-06-29,,,,,
Siskiyou County,2020-06-29,,,,,
Solano County,2020-06-29,210.0,146.0,,,
Sonoma County,2020-06-29,167.0,132.0,,,
Stanislaus County,2020-06-29,134.0,94.0,,,
Sutter County,2020-06-29,21.0,21.0,,,
Tehama County,2020-06-29,,,,,
Trinity County,2020-06-29,,,,,
Tulare County,2020-06-29,113.0,67.0,,,
Tuolumne County,2020-06-29,50.0,34.0,,,
Ventura County,2020-06-29,388.0,268.0,,,
Yolo County,2020-06-29,207.0,99.0,,,
Yuba County,2020-06-29,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-29,,,,,
Bishop Paiute Tribal Council,2020-06-29,,,,,
Alameda County,2020-06-30,652.0,460.0,91.0,91.0,
Alpine County,2020-06-30,,,,,
Amador County,2020-06-30,,,,,
Butte County,2020-06-30,129.0,129.0,,,
Calaveras County,2020-06-30,30.0,26.0,,,
Colusa County,2020-06-30,,,,,
Contra Costa County,2020-06-30,566.0,445.0,,,
Del Norte County,2020-06-30,27.0,27.0,,,
El Dorado County,2020-06-30,46.0,40.0,,,
Fresno County,2020-06-30,305.0,250.0,28.0,28.0,
Glenn County,2020-06-30,,,,,
Humboldt County,2020-06-30,74.0,55.0,15.0,,
Imperial County,2020-06-30,126.0,119.0,37.0,,
Inyo County,2020-06-30,,,,,
Kern County,2020-06-30,22.0,22.0,15.0,15.0,
Kings County,2020-06-30,43.0,43.0,,,
Lake County,2020-06-30,15.0,,,,
Lassen County,2020-06-30,,,,,
Los Angeles County,2020-06-30,4320.0,3478.0,651.0,651.0,
Madera County ,2020-06-30,17.0,17.0,,,
Marin County ,2020-06-30,200.0,123.0,44.0,,
Mariposa County,2020-06-30,44.0,,,,
Mendocino County,2020-06-30,166.0,129.0,,,
Merced County,2020-06-30,112.0,74.0,,,
Modoc County,2020-06-30,,,,,
Mono County,2020-06-30,,,,,
Monterey County,2020-06-30,112.0,103.0,108.0,15.0,
Napa County ,2020-06-30,75.0,40.0,18.0,12.0,
Nevada County ,2020-06-30,70.0,,,,
Orange County,2020-06-30,666.0,468.0,78.0,78.0,
Placer County,2020-06-30,73.0,43.0,12.0,12.0,
Plumas County,2020-06-30,,,,,
Riverside County,2020-06-30,367.0,367.0,15.0,15.0,
Sacramento County,2020-06-30,525.0,501.0,63.0,63.0,
San Benito County,2020-06-30,97.0,85.0,,,
San Bernardino County,2020-06-30,50.0,37.0,20.0,,20.0
San Diego County,2020-06-30,1606.0,224.0,44.0,44.0,
San Francisco,2020-06-30,2407.0,1765.0,91.0,91.0,
San Joaquin County,2020-06-30,76.0,65.0,,,
San Luis Obispo County,2020-06-30,155.0,,14.0,14.0,
San Mateo County,2020-06-30,167.0,167.0,,,
Santa Barbara County,2020-06-30,123.0,108.0,,,
Santa Clara County,2020-06-30,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-30,149.0,136.0,35.0,,12.0
Shasta County,2020-06-30,39.0,39.0,,,
Sierra County,2020-06-30,,,,,
Siskiyou County,2020-06-30,,,,,
Solano County,2020-06-30,210.0,145.0,,,
Sonoma County,2020-06-30,167.0,132.0,,,
Stanislaus County,2020-06-30,138.0,97.0,,,
Sutter County,2020-06-30,21.0,21.0,,,
Tehama County,2020-06-30,,,,,
Trinity County,2020-06-30,,,,,
Tulare County,2020-06-30,113.0,67.0,,,
Tuolumne County,2020-06-30,50.0,34.0,,,
Ventura County,2020-06-30,388.0,268.0,,,
Yolo County,2020-06-30,207.0,100.0,,,
Yuba County,2020-06-30,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-30,,,,,
Bishop Paiute Tribal Council,2020-06-30,,,,,
Alameda County,2020-07-01,652.0,484.0,91.0,91.0,
Alpine County,2020-07-01,,,,,
Amador County,2020-07-01,,,,,
Butte County,2020-07-01,129.0,129.0,,,
Calaveras County,2020-07-01,30.0,26.0,,,
Colusa County,2020-07-01,,,,,
Contra Costa County,2020-07-01,566.0,443.0,,,
Del Norte County,2020-07-01,28.0,28.0,,,
El Dorado County,2020-07-01,46.0,40.0,,,
Fresno County,2020-07-01,305.0,250.0,28.0,28.0,
Glenn County,2020-07-01,,,,,
Humboldt County,2020-07-01,74.0,55.0,15.0,,
Imperial County,2020-07-01,126.0,123.0,37.0,,
Inyo County,2020-07-01,,,,,
Kern County,2020-07-01,22.0,22.0,15.0,15.0,
Kings County,2020-07-01,43.0,43.0,,,
Lake County,2020-07-01,,,,,
Lassen County,2020-07-01,,,,,
Los Angeles County,2020-07-01,4320.0,3472.0,651.0,651.0,
Madera County ,2020-07-01,17.0,17.0,,,
Marin County ,2020-07-01,197.0,118.0,44.0,,
Mariposa County,2020-07-01,44.0,,,,
Mendocino County,2020-07-01,166.0,129.0,,,
Merced County,2020-07-01,112.0,74.0,,,
Modoc County,2020-07-01,,,,,
Mono County,2020-07-01,,,,,
Monterey County,2020-07-01,111.0,105.0,108.0,15.0,
Napa County ,2020-07-01,75.0,40.0,18.0,12.0,
Nevada County ,2020-07-01,70.0,,,,
Orange County,2020-07-01,666.0,534.0,78.0,78.0,
Placer County,2020-07-01,73.0,45.0,12.0,12.0,
Plumas County,2020-07-01,,,,,
Riverside County,2020-07-01,364.0,364.0,15.0,15.0,
Sacramento County,2020-07-01,525.0,501.0,63.0,63.0,
San Benito County,2020-07-01,97.0,85.0,,,
San Bernardino County,2020-07-01,50.0,37.0,20.0,,20.0
San Diego County,2020-07-01,1606.0,224.0,44.0,44.0,
San Francisco,2020-07-01,2407.0,1765.0,91.0,91.0,
San Joaquin County,2020-07-01,73.0,66.0,,,
San Luis Obispo County,2020-07-01,155.0,,14.0,14.0,
San Mateo County,2020-07-01,167.0,167.0,,,
Santa Barbara County,2020-07-01,123.0,108.0,,,
Santa Clara County,2020-07-01,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-01,149.0,136.0,35.0,,12.0
Shasta County,2020-07-01,39.0,39.0,,,
Sierra County,2020-07-01,,,,,
Siskiyou County,2020-07-01,,,,,
Solano County,2020-07-01,210.0,145.0,,,
Sonoma County,2020-07-01,167.0,132.0,,,
Stanislaus County,2020-07-01,138.0,97.0,,,
Sutter County,2020-07-01,21.0,21.0,,,
Tehama County,2020-07-01,,,,,
Trinity County,2020-07-01,,,,,
Tulare County,2020-07-01,113.0,67.0,,,
Tuolumne County,2020-07-01,50.0,34.0,,,
Ventura County,2020-07-01,388.0,143.0,,,
Yolo County,2020-07-01,207.0,100.0,,,
Yuba County,2020-07-01,12.0,,,,
Wilton Rancheria Tribe,2020-07-01,,,,,
Bishop Paiute Tribal Council,2020-07-01,,,,,
Alameda County,2020-07-02,652.0,485.0,91.0,91.0,
Alpine County,2020-07-02,,,,,
Amador County,2020-07-02,,,,,
Butte County,2020-07-02,129.0,129.0,,,
Calaveras County,2020-07-02,30.0,26.0,,,
Colusa County,2020-07-02,,,,,
Contra Costa County,2020-07-02,566.0,448.0,,,
Del Norte County,2020-07-02,28.0,28.0,,,
El Dorado County,2020-07-02,46.0,40.0,,,
Fresno County,2020-07-02,305.0,250.0,28.0,28.0,
Glenn County,2020-07-02,,,,,
Humboldt County,2020-07-02,74.0,55.0,15.0,,
Imperial County,2020-07-02,126.0,122.0,37.0,,
Inyo County,2020-07-02,,,,,
Kern County,2020-07-02,21.0,21.0,15.0,15.0,
Kings County,2020-07-02,43.0,42.0,,,
Lake County,2020-07-02,,,,,
Lassen County,2020-07-02,,,,,
Los Angeles County,2020-07-02,4320.0,3489.0,651.0,651.0,
Madera County ,2020-07-02,17.0,17.0,,,
Marin County ,2020-07-02,197.0,118.0,44.0,,
Mariposa County,2020-07-02,44.0,,,,
Mendocino County,2020-07-02,86.0,49.0,,,
Merced County,2020-07-02,112.0,74.0,,,
Modoc County,2020-07-02,,,,,
Mono County,2020-07-02,,,,,
Monterey County,2020-07-02,112.0,104.0,108.0,15.0,
Napa County ,2020-07-02,75.0,41.0,18.0,12.0,
Nevada County ,2020-07-02,70.0,,,,
Orange County,2020-07-02,666.0,520.0,78.0,78.0,
Placer County,2020-07-02,73.0,45.0,12.0,12.0,
Plumas County,2020-07-02,,,,,
Riverside County,2020-07-02,357.0,357.0,15.0,15.0,
Sacramento County,2020-07-02,525.0,497.0,63.0,63.0,
San Benito County,2020-07-02,97.0,87.0,,,
San Bernardino County,2020-07-02,50.0,37.0,20.0,,20.0
San Diego County,2020-07-02,1606.0,227.0,44.0,44.0,
San Francisco,2020-07-02,2407.0,1807.0,91.0,91.0,
San Joaquin County,2020-07-02,73.0,66.0,,,
San Luis Obispo County,2020-07-02,155.0,,14.0,14.0,
San Mateo County,2020-07-02,166.0,166.0,,,
Santa Barbara County,2020-07-02,125.0,110.0,,,
Santa Clara County,2020-07-02,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-02,149.0,136.0,35.0,,12.0
Shasta County,2020-07-02,39.0,39.0,,,
Sierra County,2020-07-02,,,,,
Siskiyou County,2020-07-02,,,,,
Solano County,2020-07-02,200.0,135.0,,,
Sonoma County,2020-07-02,167.0,132.0,,,
Stanislaus County,2020-07-02,138.0,98.0,,,
Sutter County,2020-07-02,21.0,21.0,,,
Tehama County,2020-07-02,,,,,
Trinity County,2020-07-02,,,,,
Tulare County,2020-07-02,113.0,65.0,,,
Tuolumne County,2020-07-02,50.0,34.0,,,
Ventura County,2020-07-02,388.0,114.0,,,
Yolo County,2020-07-02,207.0,99.0,,,
Yuba County,2020-07-02,12.0,,,,
Wilton Rancheria Tribe,2020-07-02,,,,,
Bishop Paiute Tribal Council,2020-07-02,,,,,
Alameda County,2020-07-03,652.0,483.0,91.0,91.0,
Alpine County,2020-07-03,,,,,
Amador County,2020-07-03,,,,,
Butte County,2020-07-03,129.0,129.0,,,
Calaveras County,2020-07-03,30.0,26.0,,,
Colusa County,2020-07-03,,,,,
Contra Costa County,2020-07-03,566.0,446.0,,,
Del Norte County,2020-07-03,28.0,28.0,,,
El Dorado County,2020-07-03,46.0,39.0,,,
Fresno County,2020-07-03,305.0,250.0,28.0,28.0,
Glenn County,2020-07-03,,,,,
Humboldt County,2020-07-03,74.0,55.0,15.0,,
Imperial County,2020-07-03,126.0,122.0,37.0,,
Inyo County,2020-07-03,,,,,
Kern County,2020-07-03,23.0,23.0,15.0,15.0,
Kings County,2020-07-03,43.0,42.0,,,
Lake County,2020-07-03,,,,,
Lassen County,2020-07-03,,,,,
Los Angeles County,2020-07-03,4320.0,3460.0,651.0,651.0,
Madera County ,2020-07-03,17.0,17.0,,,
Marin County ,2020-07-03,197.0,118.0,44.0,,
Mariposa County,2020-07-03,44.0,,,,
Mendocino County,2020-07-03,86.0,49.0,,,
Merced County,2020-07-03,112.0,74.0,,,
Modoc County,2020-07-03,,,,,
Mono County,2020-07-03,,,,,
Monterey County,2020-07-03,112.0,104.0,108.0,15.0,
Napa County ,2020-07-03,75.0,41.0,18.0,12.0,
Nevada County ,2020-07-03,70.0,,,,
Orange County,2020-07-03,666.0,534.0,78.0,78.0,
Placer County,2020-07-03,74.0,46.0,12.0,12.0,
Plumas County,2020-07-03,,,,,
Riverside County,2020-07-03,355.0,355.0,15.0,15.0,
Sacramento County,2020-07-03,525.0,495.0,63.0,63.0,
San Benito County,2020-07-03,97.0,85.0,,,
San Bernardino County,2020-07-03,50.0,37.0,20.0,,20.0
San Diego County,2020-07-03,1606.0,227.0,44.0,44.0,
San Francisco,2020-07-03,2407.0,1860.0,91.0,91.0,
San Joaquin County,2020-07-03,73.0,66.0,,,
San Luis Obispo County,2020-07-03,155.0,,14.0,14.0,
San Mateo County,2020-07-03,165.0,165.0,,,
Santa Barbara County,2020-07-03,126.0,110.0,,,
Santa Clara County,2020-07-03,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-03,149.0,138.0,35.0,,12.0
Shasta County,2020-07-03,39.0,39.0,,,
Sierra County,2020-07-03,,,,,
Siskiyou County,2020-07-03,,,,,
Solano County,2020-07-03,200.0,136.0,,,
Sonoma County,2020-07-03,170.0,139.0,,,
Stanislaus County,2020-07-03,137.0,97.0,,,
Sutter County,2020-07-03,21.0,21.0,,,
Tehama County,2020-07-03,,,,,
Trinity County,2020-07-03,,,,,
Tulare County,2020-07-03,113.0,64.0,,,
Tuolumne County,2020-07-03,50.0,34.0,,,
Ventura County,2020-07-03,388.0,114.0,,,
Yolo County,2020-07-03,207.0,97.0,,,
Yuba County,2020-07-03,12.0,,,,
Wilton Rancheria Tribe,2020-07-03,,,,,
Bishop Paiute Tribal Council,2020-07-03,,,,,
Alameda County,2020-07-06,652.0,483.0,91.0,91.0,
Alpine County,2020-07-06,,,,,
Amador County,2020-07-06,,,,,
Butte County,2020-07-06,129.0,129.0,,,
Calaveras County,2020-07-06,30.0,26.0,,,
Colusa County,2020-07-06,,,,,
Contra Costa County,2020-07-06,566.0,444.0,,,
Del Norte County,2020-07-06,28.0,28.0,,,
El Dorado County,2020-07-06,46.0,39.0,,,
Fresno County,2020-07-06,305.0,250.0,28.0,28.0,
Glenn County,2020-07-06,,,,,
Humboldt County,2020-07-06,74.0,55.0,15.0,,
Imperial County,2020-07-06,126.0,122.0,37.0,,
Inyo County,2020-07-06,,,,,
Kern County,2020-07-06,23.0,23.0,15.0,15.0,
Kings County,2020-07-06,43.0,42.0,,,
Lake County,2020-07-06,,,,,
Lassen County,2020-07-06,,,,,
Los Angeles County,2020-07-06,4320.0,3471.0,651.0,651.0,
Madera County ,2020-07-06,17.0,17.0,,,
Marin County ,2020-07-06,197.0,118.0,44.0,,
Mariposa County,2020-07-06,44.0,,,,
Mendocino County,2020-07-06,91.0,54.0,,,
Merced County,2020-07-06,112.0,74.0,,,
Modoc County,2020-07-06,,,,,
Mono County,2020-07-06,,,,,
Monterey County,2020-07-06,107.0,102.0,108.0,15.0,
Napa County ,2020-07-06,95.0,69.0,18.0,12.0,
Nevada County ,2020-07-06,70.0,,,,
Orange County,2020-07-06,666.0,518.0,78.0,78.0,
Placer County,2020-07-06,74.0,46.0,12.0,12.0,
Plumas County,2020-07-06,,,,,
Riverside County,2020-07-06,355.0,355.0,15.0,15.0,
Sacramento County,2020-07-06,525.0,492.0,63.0,63.0,
San Benito County,2020-07-06,97.0,85.0,,,
San Bernardino County,2020-07-06,50.0,37.0,20.0,,20.0
San Diego County,2020-07-06,1606.0,232.0,44.0,44.0,
San Francisco,2020-07-06,2407.0,1860.0,91.0,91.0,
San Joaquin County,2020-07-06,73.0,66.0,,,
San Luis Obispo County,2020-07-06,155.0,,14.0,14.0,
San Mateo County,2020-07-06,165.0,165.0,,,
Santa Barbara County,2020-07-06,126.0,110.0,,,
Santa Clara County,2020-07-06,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-06,149.0,133.0,35.0,,12.0
Shasta County,2020-07-06,39.0,39.0,,,
Sierra County,2020-07-06,,,,,
Siskiyou County,2020-07-06,,,,,
Solano County,2020-07-06,200.0,136.0,,,
Sonoma County,2020-07-06,170.0,139.0,,,
Stanislaus County,2020-07-06,137.0,114.0,,,
Sutter County,2020-07-06,21.0,21.0,,,
Tehama County,2020-07-06,,,,,
Trinity County,2020-07-06,,,,,
Tulare County,2020-07-06,113.0,64.0,,,
Tuolumne County,2020-07-06,50.0,34.0,,,
Ventura County,2020-07-06,388.0,114.0,,,
Yolo County,2020-07-06,207.0,97.0,,,
Yuba County,2020-07-06,12.0,,,,
Wilton Rancheria Tribe,2020-07-06,,,,,
Bishop Paiute Tribal Council,2020-07-06,,,,,
Alameda County,2020-07-07,652.0,483.0,91.0,91.0,
Alpine County,2020-07-07,,,,,
Amador County,2020-07-07,,,,,
Butte County,2020-07-07,128.0,128.0,,,
Calaveras County,2020-07-07,30.0,26.0,,,
Colusa County,2020-07-07,,,,,
Contra Costa County,2020-07-07,566.0,444.0,,,
Del Norte County,2020-07-07,29.0,29.0,,,
El Dorado County,2020-07-07,46.0,39.0,,,
Fresno County,2020-07-07,305.0,250.0,28.0,28.0,
Glenn County,2020-07-07,,,,,
Humboldt County,2020-07-07,74.0,55.0,15.0,,
Imperial County,2020-07-07,126.0,118.0,37.0,,
Inyo County,2020-07-07,,,,,
Kern County,2020-07-07,24.0,24.0,15.0,15.0,
Kings County,2020-07-07,43.0,40.0,,,
Lake County,2020-07-07,,,,,
Lassen County,2020-07-07,,,,,
Los Angeles County,2020-07-07,4320.0,3443.0,651.0,651.0,
Madera County ,2020-07-07,17.0,17.0,,,
Marin County ,2020-07-07,197.0,120.0,44.0,,
Mariposa County,2020-07-07,44.0,,,,
Mendocino County,2020-07-07,91.0,54.0,,,
Merced County,2020-07-07,112.0,48.0,,,
Modoc County,2020-07-07,,,,,
Mono County,2020-07-07,,,,,
Monterey County,2020-07-07,108.0,102.0,108.0,15.0,
Napa County ,2020-07-07,95.0,69.0,18.0,12.0,
Nevada County ,2020-07-07,70.0,,,,
Orange County,2020-07-07,666.0,516.0,78.0,78.0,
Placer County,2020-07-07,74.0,46.0,12.0,12.0,
Plumas County,2020-07-07,,,,,
Riverside County,2020-07-07,356.0,356.0,15.0,15.0,
Sacramento County,2020-07-07,525.0,492.0,63.0,63.0,
San Benito County,2020-07-07,97.0,84.0,,,
San Bernardino County,2020-07-07,50.0,37.0,20.0,,20.0
San Diego County,2020-07-07,1606.0,236.0,44.0,44.0,
San Francisco,2020-07-07,2407.0,1860.0,91.0,91.0,
San Joaquin County,2020-07-07,73.0,66.0,,,
San Luis Obispo County,2020-07-07,155.0,,14.0,14.0,
San Mateo County,2020-07-07,165.0,165.0,,,
Santa Barbara County,2020-07-07,128.0,111.0,,,
Santa Clara County,2020-07-07,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-07-07,149.0,133.0,35.0,,12.0
Shasta County,2020-07-07,97.0,97.0,,,
Sierra County,2020-07-07,,,,,
Siskiyou County,2020-07-07,,,,,
Solano County,2020-07-07,200.0,136.0,,,
Sonoma County,2020-07-07,170.0,139.0,,,
Stanislaus County,2020-07-07,134.0,111.0,,,
Sutter County,2020-07-07,21.0,21.0,,,
Tehama County,2020-07-07,,,,,
Trinity County,2020-07-07,,,,,
Tulare County,2020-07-07,113.0,64.0,,,
Tuolumne County,2020-07-07,50.0,34.0,,,
Ventura County,2020-07-07,388.0,114.0,,,
Yolo County,2020-07-07,207.0,98.0,,,
Yuba County,2020-07-07,12.0,,,,
Wilton Rancheria Tribe,2020-07-07,,,,,
Bishop Paiute Tribal Council,2020-07-07,,,,,
Alameda County,2020-07-08,652.0,488.0,91.0,91.0,
Alpine County,2020-07-08,,,,,
Amador County,2020-07-08,,,,,
Butte County,2020-07-08,128.0,128.0,,,
Calaveras County,2020-07-08,30.0,26.0,,,
Colusa County,2020-07-08,,,,,
Contra Costa County,2020-07-08,566.0,443.0,,,
Del Norte County,2020-07-08,28.0,28.0,,,
El Dorado County,2020-07-08,46.0,38.0,,,
Fresno County,2020-07-08,305.0,250.0,28.0,28.0,
Glenn County,2020-07-08,,,,,
Humboldt County,2020-07-08,74.0,55.0,15.0,,
Imperial County,2020-07-08,126.0,119.0,37.0,,
Inyo County,2020-07-08,,,,,
Kern County,2020-07-08,24.0,24.0,15.0,15.0,
Kings County,2020-07-08,43.0,41.0,,,
Lake County,2020-07-08,,,,,
Lassen County,2020-07-08,,,,,
Los Angeles County,2020-07-08,4320.0,3437.0,651.0,651.0,
Madera County ,2020-07-08,17.0,17.0,,,
Marin County ,2020-07-08,197.0,119.0,44.0,,
Mariposa County,2020-07-08,44.0,,,,
Mendocino County,2020-07-08,91.0,54.0,,,
Merced County,2020-07-08,112.0,48.0,,,
Modoc County,2020-07-08,,,,,
Mono County,2020-07-08,,,,,
Monterey County,2020-07-08,108.0,102.0,108.0,15.0,
Napa County ,2020-07-08,95.0,69.0,18.0,12.0,
Nevada County ,2020-07-08,70.0,,,,
Orange County,2020-07-08,666.0,517.0,78.0,78.0,
Placer County,2020-07-08,74.0,46.0,12.0,12.0,
Plumas County,2020-07-08,,,,,
Riverside County,2020-07-08,356.0,356.0,15.0,15.0,
Sacramento County,2020-07-08,525.0,492.0,63.0,63.0,
San Benito County,2020-07-08,97.0,81.0,,,
San Bernardino County,2020-07-08,50.0,37.0,20.0,,20.0
