county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
San Diego County,2020-06-12,1617.0,247.0,44.0,44.0,
San Francisco,2020-06-12,2253.0,1291.0,91.0,91.0,
San Joaquin County,2020-06-12,76.0,62.0,,,
San Luis Obispo County,2020-06-12,155.0,,14.0,14.0,
San Mateo County,2020-06-12,164.0,164.0,,,
Santa Barbara County,2020-06-12,131.0,125.0,,,
Santa Clara County,2020-06-12,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-12,149.0,126.0,35.0,,
Shasta County,2020-06-12,35.0,27.0,,,
Sierra County,2020-06-12,,,,,
Siskiyou County,2020-06-12,,,,,
Solano County,2020-06-12,211.0,119.0,,,
Sonoma County,2020-06-12,157.0,52.0,,,
Stanislaus County,2020-06-12,128.0,91.0,,,
Sutter County,2020-06-12,20.0,20.0,,,
Tehama County,2020-06-12,,,,,
Trinity County,2020-06-12,,,,,
Tulare County,2020-06-12,113.0,78.0,,,
Tuolumne County,2020-06-12,50.0,34.0,,,
Ventura County,2020-06-12,388.0,311.0,,,
Yolo County,2020-06-12,227.0,191.0,,,
Yuba County,2020-06-12,12.0,12.0,,,
Wilton Rancheria Tribe,2020-06-12,,,,,
Bishop Paiute Tribal Council,2020-06-12,,,,,
Alameda County,2020-06-15,652.0,422.0,91.0,91.0,
Alpine County,2020-06-15,,,,,
Amador County,2020-06-15,,,,,
Butte County,2020-06-15,123.0,123.0,,,
Calaveras County,2020-06-15,73.0,31.0,,,
Colusa County,2020-06-15,,,,,
Contra Costa County,2020-06-15,568.0,440.0,,,
Del Norte County,2020-06-15,25.0,25.0,,,
El Dorado County,2020-06-15,46.0,20.0,,,
Fresno County,2020-06-15,305.0,250.0,28.0,28.0,
Glenn County,2020-06-15,,,,,
Humboldt County,2020-06-15,74.0,47.0,15.0,,
Imperial County,2020-06-15,126.0,107.0,37.0,,
Inyo County,2020-06-15,,,,,
Kern County,2020-06-15,19.0,19.0,15.0,15.0,
Kings County,2020-06-15,41.0,41.0,,,
Lake County,2020-06-15,15.0,,,,
Lassen County,2020-06-15,,,,,
Los Angeles County,2020-06-15,4320.0,3502.0,651.0,651.0,
Madera County ,2020-06-15,17.0,17.0,,,
Marin County ,2020-06-15,200.0,127.0,44.0,,
Mariposa County,2020-06-15,44.0,,,,
Mendocino County,2020-06-15,177.0,139.0,,,
Merced County,2020-06-15,112.0,74.0,,,
Modoc County,2020-06-15,,,,,
Mono County,2020-06-15,,,,,
Monterey County,2020-06-15,142.0,98.0,108.0,15.0,
Napa County ,2020-06-15,119.0,50.0,18.0,12.0,
Nevada County ,2020-06-15,70.0,,,,
Orange County,2020-06-15,666.0,521.0,78.0,78.0,
Placer County,2020-06-15,73.0,44.0,12.0,12.0,
Plumas County,2020-06-15,,,,,
Riverside County,2020-06-15,377.0,377.0,15.0,15.0,
Sacramento County,2020-06-15,525.0,417.0,63.0,63.0,
San Benito County,2020-06-15,97.0,62.0,,,
San Bernardino County,2020-06-15,50.0,37.0,20.0,,20.0
San Diego County,2020-06-15,1617.0,245.0,44.0,44.0,
San Francisco,2020-06-15,2253.0,1295.0,91.0,91.0,
San Joaquin County,2020-06-15,76.0,65.0,,,
San Luis Obispo County,2020-06-15,155.0,,14.0,14.0,
San Mateo County,2020-06-15,165.0,165.0,,,
Santa Barbara County,2020-06-15,121.0,112.0,,,
Santa Clara County,2020-06-15,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-15,149.0,129.0,35.0,,
Shasta County,2020-06-15,35.0,27.0,,,
Sierra County,2020-06-15,,,,,
Siskiyou County,2020-06-15,,,,,
Solano County,2020-06-15,220.0,134.0,,,
Sonoma County,2020-06-15,157.0,52.0,,,
Stanislaus County,2020-06-15,128.0,91.0,,,
Sutter County,2020-06-15,20.0,20.0,,,
Tehama County,2020-06-15,,,,,
Trinity County,2020-06-15,,,,,
Tulare County,2020-06-15,113.0,78.0,,,
Tuolumne County,2020-06-15,50.0,34.0,,,
Ventura County,2020-06-15,388.0,299.0,,,
Yolo County,2020-06-15,227.0,193.0,,,
Yuba County,2020-06-15,12.0,12.0,,,
Wilton Rancheria Tribe,2020-06-15,,,,,
Bishop Paiute Tribal Council,2020-06-15,,,,,
Alameda County,2020-06-16,652.0,420.0,91.0,91.0,
Alpine County,2020-06-16,,,,,
Amador County,2020-06-16,,,,,
Butte County,2020-06-16,122.0,122.0,,,
Calaveras County,2020-06-16,73.0,31.0,,,
Colusa County,2020-06-16,,,,,
Contra Costa County,2020-06-16,568.0,442.0,,,
Del Norte County,2020-06-16,25.0,25.0,,,
El Dorado County,2020-06-16,46.0,26.0,,,
Fresno County,2020-06-16,305.0,250.0,28.0,28.0,
Glenn County,2020-06-16,,,,,
Humboldt County,2020-06-16,74.0,52.0,15.0,,
Imperial County,2020-06-16,126.0,108.0,37.0,,
Inyo County,2020-06-16,,,,,
Kern County,2020-06-16,20.0,20.0,15.0,15.0,
Kings County,2020-06-16,43.0,42.0,,,
Lake County,2020-06-16,15.0,,,,
Lassen County,2020-06-16,,,,,
Los Angeles County,2020-06-16,4320.0,3491.0,651.0,651.0,
Madera County ,2020-06-16,17.0,17.0,,,
Marin County ,2020-06-16,200.0,127.0,44.0,,
Mariposa County,2020-06-16,44.0,,,,
Mendocino County,2020-06-16,177.0,139.0,,,
Merced County,2020-06-16,112.0,74.0,,,
Modoc County,2020-06-16,,,,,
Mono County,2020-06-16,,,,,
Monterey County,2020-06-16,142.0,98.0,108.0,15.0,
Napa County ,2020-06-16,119.0,50.0,18.0,12.0,
Nevada County ,2020-06-16,70.0,,,,
Orange County,2020-06-16,666.0,522.0,78.0,78.0,
Placer County,2020-06-16,73.0,44.0,12.0,12.0,
Plumas County,2020-06-16,,,,,
Riverside County,2020-06-16,374.0,374.0,15.0,15.0,
Sacramento County,2020-06-16,525.0,417.0,63.0,63.0,
San Benito County,2020-06-16,97.0,88.0,,,
San Bernardino County,2020-06-16,50.0,37.0,20.0,,20.0
San Diego County,2020-06-16,1617.0,238.0,44.0,44.0,
San Francisco,2020-06-16,2412.0,1305.0,91.0,91.0,
San Joaquin County,2020-06-16,76.0,66.0,,,
San Luis Obispo County,2020-06-16,155.0,,14.0,14.0,
San Mateo County,2020-06-16,165.0,165.0,,,
Santa Barbara County,2020-06-16,117.0,108.0,,,
Santa Clara County,2020-06-16,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-16,149.0,129.0,35.0,,
Shasta County,2020-06-16,35.0,27.0,,,
Sierra County,2020-06-16,,,,,
Siskiyou County,2020-06-16,,,,,
Solano County,2020-06-16,223.0,140.0,,,
Sonoma County,2020-06-16,157.0,52.0,,,
Stanislaus County,2020-06-16,128.0,91.0,,,
Sutter County,2020-06-16,20.0,20.0,,,
Tehama County,2020-06-16,,,,,
Trinity County,2020-06-16,,,,,
Tulare County,2020-06-16,113.0,78.0,,,
Tuolumne County,2020-06-16,50.0,34.0,,,
Ventura County,2020-06-16,388.0,299.0,,,
Yolo County,2020-06-16,227.0,193.0,,,
Yuba County,2020-06-16,18.0,11.0,,,
Wilton Rancheria Tribe,2020-06-16,,,,,
Bishop Paiute Tribal Council,2020-06-16,,,,,
Alameda County,2020-06-17,652.0,426.0,91.0,91.0,
Alpine County,2020-06-17,,,,,
Amador County,2020-06-17,,,,,
Butte County,2020-06-17,122.0,122.0,,,
Calaveras County,2020-06-17,73.0,31.0,,,
Colusa County,2020-06-17,,,,,
Contra Costa County,2020-06-17,567.0,443.0,,,
Del Norte County,2020-06-17,25.0,25.0,,,
El Dorado County,2020-06-17,46.0,26.0,,,
Fresno County,2020-06-17,305.0,250.0,28.0,28.0,
Glenn County,2020-06-17,,,,,
Humboldt County,2020-06-17,74.0,52.0,15.0,,
Imperial County,2020-06-17,126.0,109.0,37.0,,
Inyo County,2020-06-17,,,,,
Kern County,2020-06-17,21.0,21.0,15.0,15.0,
Kings County,2020-06-17,43.0,42.0,,,
Lake County,2020-06-17,15.0,,,,
Lassen County,2020-06-17,,,,,
Los Angeles County,2020-06-17,4320.0,3503.0,651.0,651.0,
Madera County ,2020-06-17,17.0,17.0,,,
Marin County ,2020-06-17,200.0,117.0,44.0,,
Mariposa County,2020-06-17,44.0,,,,
Mendocino County,2020-06-17,171.0,132.0,,,
Merced County,2020-06-17,112.0,74.0,,,
Modoc County,2020-06-17,,,,,
Mono County,2020-06-17,,,,,
Monterey County,2020-06-17,142.0,98.0,108.0,15.0,
Napa County ,2020-06-17,119.0,52.0,18.0,12.0,
Nevada County ,2020-06-17,70.0,,,,
Orange County,2020-06-17,666.0,522.0,78.0,78.0,
Placer County,2020-06-17,73.0,44.0,12.0,12.0,
Plumas County,2020-06-17,,,,,
Riverside County,2020-06-17,375.0,375.0,15.0,15.0,
Sacramento County,2020-06-17,525.0,444.0,63.0,63.0,
San Benito County,2020-06-17,97.0,92.0,,,
San Bernardino County,2020-06-17,50.0,37.0,20.0,,20.0
San Diego County,2020-06-17,1617.0,232.0,44.0,44.0,
San Francisco,2020-06-17,2412.0,1353.0,91.0,91.0,
San Joaquin County,2020-06-17,76.0,66.0,,,
San Luis Obispo County,2020-06-17,155.0,,14.0,14.0,
San Mateo County,2020-06-17,166.0,166.0,,,
Santa Barbara County,2020-06-17,123.0,113.0,,,
Santa Clara County,2020-06-17,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-17,149.0,128.0,35.0,,
Shasta County,2020-06-17,35.0,27.0,,,
Sierra County,2020-06-17,,,,,
Siskiyou County,2020-06-17,,,,,
Solano County,2020-06-17,223.0,140.0,,,
Sonoma County,2020-06-17,157.0,52.0,,,
Stanislaus County,2020-06-17,128.0,91.0,,,
Sutter County,2020-06-17,21.0,21.0,,,
Tehama County,2020-06-17,,,,,
Trinity County,2020-06-17,,,,,
Tulare County,2020-06-17,113.0,74.0,,,
Tuolumne County,2020-06-17,50.0,34.0,,,
Ventura County,2020-06-17,388.0,297.0,,,
Yolo County,2020-06-17,227.0,193.0,,,
Yuba County,2020-06-17,18.0,11.0,,,
Wilton Rancheria Tribe,2020-06-17,,,,,
Bishop Paiute Tribal Council,2020-06-17,,,,,
Alameda County,2020-06-18,652.0,426.0,91.0,91.0,
Alpine County,2020-06-18,,,,,
Amador County,2020-06-18,,,,,
Butte County,2020-06-18,123.0,123.0,,,
Calaveras County,2020-06-18,73.0,31.0,,,
Colusa County,2020-06-18,,,,,
Contra Costa County,2020-06-18,567.0,449.0,,,
Del Norte County,2020-06-18,25.0,25.0,,,
El Dorado County,2020-06-18,46.0,26.0,,,
Fresno County,2020-06-18,305.0,250.0,28.0,28.0,
Glenn County,2020-06-18,,,,,
Humboldt County,2020-06-18,74.0,51.0,15.0,,
Imperial County,2020-06-18,126.0,110.0,37.0,,
Inyo County,2020-06-18,,,,,
Kern County,2020-06-18,24.0,24.0,15.0,15.0,
Kings County,2020-06-18,43.0,42.0,,,
Lake County,2020-06-18,15.0,,,,
Lassen County,2020-06-18,,,,,
Los Angeles County,2020-06-18,4320.0,3510.0,651.0,651.0,
Madera County ,2020-06-18,17.0,17.0,,,
Marin County ,2020-06-18,200.0,126.0,44.0,,
Mariposa County,2020-06-18,44.0,,,,
Mendocino County,2020-06-18,171.0,132.0,,,
Merced County,2020-06-18,112.0,74.0,,,
Modoc County,2020-06-18,,,,,
Mono County,2020-06-18,,,,,
Monterey County,2020-06-18,142.0,98.0,108.0,15.0,
Napa County ,2020-06-18,119.0,52.0,18.0,12.0,
Nevada County ,2020-06-18,70.0,,,,
Orange County,2020-06-18,666.0,538.0,78.0,78.0,
Placer County,2020-06-18,73.0,44.0,12.0,12.0,
Plumas County,2020-06-18,,,,,
Riverside County,2020-06-18,372.0,372.0,15.0,15.0,
Sacramento County,2020-06-18,525.0,465.0,63.0,63.0,
San Benito County,2020-06-18,97.0,80.0,,,
San Bernardino County,2020-06-18,50.0,37.0,20.0,,20.0
San Diego County,2020-06-18,1617.0,230.0,44.0,44.0,
San Francisco,2020-06-18,2412.0,1383.0,91.0,91.0,
San Joaquin County,2020-06-18,76.0,66.0,,,
San Luis Obispo County,2020-06-18,155.0,,14.0,14.0,
San Mateo County,2020-06-18,166.0,166.0,,,
Santa Barbara County,2020-06-18,124.0,115.0,,,
Santa Clara County,2020-06-18,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-18,149.0,129.0,35.0,,
Shasta County,2020-06-18,35.0,27.0,,,
Sierra County,2020-06-18,,,,,
Siskiyou County,2020-06-18,,,,,
Solano County,2020-06-18,222.0,144.0,,,
Sonoma County,2020-06-18,157.0,52.0,,,
Stanislaus County,2020-06-18,128.0,91.0,,,
Sutter County,2020-06-18,21.0,21.0,,,
Tehama County,2020-06-18,,,,,
Trinity County,2020-06-18,,,,,
Tulare County,2020-06-18,113.0,74.0,,,
Tuolumne County,2020-06-18,50.0,34.0,,,
Ventura County,2020-06-18,388.0,283.0,,,
Yolo County,2020-06-18,227.0,193.0,,,
Yuba County,2020-06-18,18.0,11.0,,,
Wilton Rancheria Tribe,2020-06-18,,,,,
Bishop Paiute Tribal Council,2020-06-18,,,,,
Alameda County,2020-06-19,652.0,445.0,91.0,91.0,
Alpine County,2020-06-19,,,,,
Amador County,2020-06-19,,,,,
Butte County,2020-06-19,123.0,123.0,,,
Calaveras County,2020-06-19,73.0,30.0,,,
Colusa County,2020-06-19,,,,,
Contra Costa County,2020-06-19,567.0,446.0,,,
Del Norte County,2020-06-19,26.0,26.0,,,
El Dorado County,2020-06-19,46.0,30.0,,,
Fresno County,2020-06-19,305.0,250.0,28.0,28.0,
Glenn County,2020-06-19,,,,,
Humboldt County,2020-06-19,74.0,51.0,15.0,,
Imperial County,2020-06-19,126.0,110.0,37.0,,
Inyo County,2020-06-19,,,,,
Kern County,2020-06-19,24.0,24.0,15.0,15.0,
Kings County,2020-06-19,43.0,43.0,,,
Lake County,2020-06-19,15.0,,,,
Lassen County,2020-06-19,,,,,
Los Angeles County,2020-06-19,4320.0,3506.0,651.0,651.0,
Madera County ,2020-06-19,17.0,17.0,,,
Marin County ,2020-06-19,200.0,127.0,44.0,,
Mariposa County,2020-06-19,44.0,,,,
Mendocino County,2020-06-19,171.0,132.0,,,
Merced County,2020-06-19,112.0,74.0,,,
Modoc County,2020-06-19,,,,,
Mono County,2020-06-19,,,,,
Monterey County,2020-06-19,142.0,98.0,108.0,15.0,
Napa County ,2020-06-19,119.0,53.0,18.0,12.0,
Nevada County ,2020-06-19,70.0,,,,
Orange County,2020-06-19,666.0,534.0,78.0,78.0,
Placer County,2020-06-19,73.0,44.0,12.0,12.0,
Plumas County,2020-06-19,,,,,
Riverside County,2020-06-19,379.0,379.0,15.0,15.0,
Sacramento County,2020-06-19,525.0,465.0,63.0,63.0,
San Benito County,2020-06-19,97.0,81.0,,,
San Bernardino County,2020-06-19,50.0,37.0,20.0,,20.0
San Diego County,2020-06-19,1617.0,232.0,44.0,44.0,
San Francisco,2020-06-19,2412.0,1450.0,91.0,91.0,
San Joaquin County,2020-06-19,76.0,66.0,,,
San Luis Obispo County,2020-06-19,155.0,,14.0,14.0,
San Mateo County,2020-06-19,166.0,166.0,,,
Santa Barbara County,2020-06-19,128.0,120.0,,,
Santa Clara County,2020-06-19,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-19,149.0,125.0,35.0,,
Shasta County,2020-06-19,35.0,27.0,,,
Sierra County,2020-06-19,,,,,
Siskiyou County,2020-06-19,,,,,
Solano County,2020-06-19,222.0,144.0,,,
Sonoma County,2020-06-19,157.0,52.0,,,
Stanislaus County,2020-06-19,128.0,93.0,,,
Sutter County,2020-06-19,21.0,21.0,,,
Tehama County,2020-06-19,,,,,
Trinity County,2020-06-19,,,,,
Tulare County,2020-06-19,113.0,74.0,,,
Tuolumne County,2020-06-19,50.0,34.0,,,
Ventura County,2020-06-19,388.0,280.0,,,
Yolo County,2020-06-19,227.0,151.0,,,
Yuba County,2020-06-19,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-19,,,,,
Bishop Paiute Tribal Council,2020-06-19,,,,,
Alameda County,2020-06-22,652.0,448.0,91.0,91.0,
Alpine County,2020-06-22,,,,,
Amador County,2020-06-22,,,,,
Butte County,2020-06-22,123.0,123.0,,,
Calaveras County,2020-06-22,73.0,30.0,,,
Colusa County,2020-06-22,,,,,
Contra Costa County,2020-06-22,566.0,438.0,,,
Del Norte County,2020-06-22,26.0,26.0,,,
El Dorado County,2020-06-22,46.0,30.0,,,
Fresno County,2020-06-22,305.0,250.0,28.0,28.0,
Glenn County,2020-06-22,,,,,
Humboldt County,2020-06-22,74.0,51.0,15.0,,
Imperial County,2020-06-22,126.0,110.0,37.0,,
Inyo County,2020-06-22,,,,,
Kern County,2020-06-22,25.0,25.0,15.0,15.0,
Kings County,2020-06-22,43.0,43.0,,,
Lake County,2020-06-22,15.0,,,,
Lassen County,2020-06-22,,,,,
Los Angeles County,2020-06-22,4320.0,3492.0,651.0,651.0,
Madera County ,2020-06-22,17.0,17.0,,,
Marin County ,2020-06-22,198.0,117.0,44.0,,
Mariposa County,2020-06-22,44.0,,,,
Mendocino County,2020-06-22,171.0,132.0,,,
Merced County,2020-06-22,112.0,74.0,,,
Modoc County,2020-06-22,,,,,
Mono County,2020-06-22,,,,,
Monterey County,2020-06-22,142.0,98.0,108.0,15.0,
Napa County ,2020-06-22,75.0,47.0,18.0,12.0,
Nevada County ,2020-06-22,70.0,,,,
Orange County,2020-06-22,666.0,517.0,78.0,78.0,
Placer County,2020-06-22,73.0,46.0,12.0,12.0,
Plumas County,2020-06-22,,,,,
Riverside County,2020-06-22,374.0,374.0,15.0,15.0,
Sacramento County,2020-06-22,525.0,465.0,63.0,63.0,
San Benito County,2020-06-22,97.0,83.0,,,
San Bernardino County,2020-06-22,50.0,37.0,20.0,,20.0
San Diego County,2020-06-22,1617.0,224.0,44.0,44.0,
San Francisco,2020-06-22,2412.0,1499.0,91.0,91.0,
San Joaquin County,2020-06-22,76.0,66.0,,,
San Luis Obispo County,2020-06-22,155.0,,14.0,14.0,
San Mateo County,2020-06-22,166.0,166.0,,,
Santa Barbara County,2020-06-22,125.0,113.0,,,
Santa Clara County,2020-06-22,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-22,149.0,126.0,35.0,,
Shasta County,2020-06-22,35.0,27.0,,,
Sierra County,2020-06-22,,,,,
Siskiyou County,2020-06-22,,,,,
Solano County,2020-06-22,222.0,143.0,,,
Sonoma County,2020-06-22,157.0,52.0,,,
Stanislaus County,2020-06-22,126.0,91.0,,,
Sutter County,2020-06-22,21.0,21.0,,,
Tehama County,2020-06-22,,,,,
Trinity County,2020-06-22,,,,,
Tulare County,2020-06-22,113.0,74.0,,,
Tuolumne County,2020-06-22,50.0,34.0,,,
Ventura County,2020-06-22,388.0,280.0,,,
Yolo County,2020-06-22,227.0,153.0,,,
Yuba County,2020-06-22,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-22,,,,,
Bishop Paiute Tribal Council,2020-06-22,,,,,
Alameda County,2020-06-23,652.0,448.0,91.0,91.0,
Alpine County,2020-06-23,,,,,
Amador County,2020-06-23,,,,,
Butte County,2020-06-23,127.0,127.0,,,
Calaveras County,2020-06-23,73.0,30.0,,,
Colusa County,2020-06-23,,,,,
Contra Costa County,2020-06-23,566.0,444.0,,,
Del Norte County,2020-06-23,26.0,26.0,,,
El Dorado County,2020-06-23,46.0,37.0,,,
Fresno County,2020-06-23,305.0,250.0,28.0,28.0,
Glenn County,2020-06-23,,,,,
Humboldt County,2020-06-23,74.0,51.0,15.0,,
Imperial County,2020-06-23,126.0,114.0,37.0,,
Inyo County,2020-06-23,,,,,
Kern County,2020-06-23,25.0,25.0,15.0,15.0,
Kings County,2020-06-23,43.0,43.0,,,
Lake County,2020-06-23,15.0,,,,
Lassen County,2020-06-23,,,,,
Los Angeles County,2020-06-23,4320.0,3480.0,651.0,651.0,
Madera County ,2020-06-23,17.0,17.0,,,
Marin County ,2020-06-23,198.0,117.0,44.0,,
Mariposa County,2020-06-23,44.0,,,,
Mendocino County,2020-06-23,171.0,132.0,,,
Merced County,2020-06-23,112.0,74.0,,,
Modoc County,2020-06-23,,,,,
Mono County,2020-06-23,,,,,
Monterey County,2020-06-23,116.0,112.0,108.0,15.0,
Napa County ,2020-06-23,75.0,47.0,18.0,12.0,
Nevada County ,2020-06-23,70.0,,,,
Orange County,2020-06-23,666.0,504.0,78.0,78.0,
Placer County,2020-06-23,73.0,46.0,12.0,12.0,
Plumas County,2020-06-23,,,,,
Riverside County,2020-06-23,373.0,373.0,15.0,15.0,
Sacramento County,2020-06-23,525.0,465.0,63.0,63.0,
San Benito County,2020-06-23,97.0,78.0,,,
San Bernardino County,2020-06-23,50.0,37.0,20.0,,20.0
San Diego County,2020-06-23,1606.0,223.0,44.0,44.0,
San Francisco,2020-06-23,2412.0,1509.0,91.0,91.0,
San Joaquin County,2020-06-23,76.0,66.0,,,
San Luis Obispo County,2020-06-23,155.0,,14.0,14.0,
San Mateo County,2020-06-23,164.0,164.0,,,
Santa Barbara County,2020-06-23,127.0,115.0,,,
Santa Clara County,2020-06-23,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-23,149.0,129.0,35.0,,
Shasta County,2020-06-23,35.0,27.0,,,
Sierra County,2020-06-23,,,,,
Siskiyou County,2020-06-23,,,,,
Solano County,2020-06-23,208.0,143.0,,,
Sonoma County,2020-06-23,157.0,52.0,,,
Stanislaus County,2020-06-23,126.0,91.0,,,
Sutter County,2020-06-23,21.0,21.0,,,
Tehama County,2020-06-23,,,,,
Trinity County,2020-06-23,,,,,
Tulare County,2020-06-23,113.0,73.0,,,
Tuolumne County,2020-06-23,50.0,34.0,,,
Ventura County,2020-06-23,388.0,280.0,,,
Yolo County,2020-06-23,227.0,142.0,,,
Yuba County,2020-06-23,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-23,,,,,
Bishop Paiute Tribal Council,2020-06-23,,,,,
Alameda County,2020-06-24,652.0,453.0,91.0,91.0,
Alpine County,2020-06-24,,,,,
Amador County,2020-06-24,,,,,
Butte County,2020-06-24,128.0,128.0,,,
Calaveras County,2020-06-24,73.0,30.0,,,
Colusa County,2020-06-24,,,,,
Contra Costa County,2020-06-24,566.0,447.0,,,
Del Norte County,2020-06-24,26.0,26.0,,,
El Dorado County,2020-06-24,46.0,40.0,,,
Fresno County,2020-06-24,305.0,250.0,28.0,28.0,
Glenn County,2020-06-24,,,,,
Humboldt County,2020-06-24,74.0,51.0,15.0,,
Imperial County,2020-06-24,126.0,114.0,37.0,,
Inyo County,2020-06-24,,,,,
Kern County,2020-06-24,25.0,25.0,15.0,15.0,
Kings County,2020-06-24,43.0,43.0,,,
Lake County,2020-06-24,15.0,,,,
Lassen County,2020-06-24,,,,,
Los Angeles County,2020-06-24,4320.0,3486.0,651.0,651.0,
Madera County ,2020-06-24,17.0,17.0,,,
Marin County ,2020-06-24,198.0,117.0,44.0,,
Mariposa County,2020-06-24,44.0,,,,
Mendocino County,2020-06-24,171.0,132.0,,,
Merced County,2020-06-24,112.0,74.0,,,
Modoc County,2020-06-24,,,,,
Mono County,2020-06-24,,,,,
Monterey County,2020-06-24,116.0,112.0,108.0,15.0,
Napa County ,2020-06-24,75.0,46.0,18.0,12.0,
Nevada County ,2020-06-24,70.0,,,,
Orange County,2020-06-24,666.0,502.0,78.0,78.0,
Placer County,2020-06-24,73.0,45.0,12.0,12.0,
Plumas County,2020-06-24,,,,,
Riverside County,2020-06-24,373.0,373.0,15.0,15.0,
Sacramento County,2020-06-24,525.0,482.0,63.0,63.0,
San Benito County,2020-06-24,97.0,76.0,,,
San Bernardino County,2020-06-24,50.0,37.0,20.0,,20.0
San Diego County,2020-06-24,1606.0,218.0,44.0,44.0,
San Francisco,2020-06-24,2412.0,1569.0,91.0,91.0,
San Joaquin County,2020-06-24,76.0,66.0,,,
San Luis Obispo County,2020-06-24,155.0,,14.0,14.0,
San Mateo County,2020-06-24,163.0,163.0,,,
Santa Barbara County,2020-06-24,129.0,117.0,,,
Santa Clara County,2020-06-24,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-24,149.0,133.0,35.0,,
Shasta County,2020-06-24,35.0,27.0,,,
Sierra County,2020-06-24,,,,,
Siskiyou County,2020-06-24,,,,,
Solano County,2020-06-24,209.0,145.0,,,
Sonoma County,2020-06-24,157.0,52.0,,,
Stanislaus County,2020-06-24,134.0,99.0,,,
Sutter County,2020-06-24,21.0,21.0,,,
Tehama County,2020-06-24,,,,,
Trinity County,2020-06-24,,,,,
Tulare County,2020-06-24,113.0,73.0,,,
Tuolumne County,2020-06-24,50.0,34.0,,,
Ventura County,2020-06-24,388.0,296.0,,,
Yolo County,2020-06-24,207.0,137.0,,,
Yuba County,2020-06-24,23.0,11.0,,,
Wilton Rancheria Tribe,2020-06-24,,,,,
Bishop Paiute Tribal Council,2020-06-24,,,,,
Alameda County,2020-06-25,652.0,456.0,91.0,91.0,
Alpine County,2020-06-25,,,,,
Amador County,2020-06-25,,,,,
Butte County,2020-06-25,127.0,127.0,,,
Calaveras County,2020-06-25,73.0,30.0,,,
Colusa County,2020-06-25,,,,,
Contra Costa County,2020-06-25,566.0,448.0,,,
Del Norte County,2020-06-25,27.0,27.0,,,
El Dorado County,2020-06-25,46.0,40.0,,,
Fresno County,2020-06-25,305.0,250.0,28.0,28.0,
Glenn County,2020-06-25,,,,,
Humboldt County,2020-06-25,74.0,52.0,15.0,,
Imperial County,2020-06-25,126.0,118.0,37.0,,
Inyo County,2020-06-25,,,,,
Kern County,2020-06-25,25.0,25.0,15.0,15.0,
Kings County,2020-06-25,43.0,43.0,,,
Lake County,2020-06-25,15.0,,,,
Lassen County,2020-06-25,,,,,
Los Angeles County,2020-06-25,4320.0,3493.0,651.0,651.0,
Madera County ,2020-06-25,17.0,17.0,,,
Marin County ,2020-06-25,200.0,127.0,44.0,,
Mariposa County,2020-06-25,44.0,,,,
Mendocino County,2020-06-25,167.0,127.0,,,
Merced County,2020-06-25,112.0,74.0,,,
Modoc County,2020-06-25,,,,,
Mono County,2020-06-25,,,,,
Monterey County,2020-06-25,116.0,111.0,108.0,15.0,
Napa County ,2020-06-25,75.0,46.0,18.0,12.0,
Nevada County ,2020-06-25,70.0,,,,
Orange County,2020-06-25,666.0,504.0,78.0,78.0,
Placer County,2020-06-25,73.0,45.0,12.0,12.0,
Plumas County,2020-06-25,,,,,
Riverside County,2020-06-25,370.0,370.0,15.0,15.0,
Sacramento County,2020-06-25,525.0,482.0,63.0,63.0,
San Benito County,2020-06-25,97.0,81.0,,,
San Bernardino County,2020-06-25,50.0,37.0,20.0,,20.0
San Diego County,2020-06-25,1606.0,219.0,44.0,44.0,
San Francisco,2020-06-25,2412.0,1587.0,91.0,91.0,
San Joaquin County,2020-06-25,76.0,66.0,,,
San Luis Obispo County,2020-06-25,155.0,,14.0,14.0,
San Mateo County,2020-06-25,163.0,163.0,,,
Santa Barbara County,2020-06-25,126.0,113.0,,,
Santa Clara County,2020-06-25,674.0,456.0,105.0,105.0,
Santa Cruz County,2020-06-25,149.0,134.0,35.0,,
Shasta County,2020-06-25,35.0,27.0,,,
Sierra County,2020-06-25,,,,,
Siskiyou County,2020-06-25,,,,,
Solano County,2020-06-25,209.0,145.0,,,
Sonoma County,2020-06-25,157.0,52.0,,,
Stanislaus County,2020-06-25,134.0,96.0,,,
Sutter County,2020-06-25,21.0,21.0,,,
Tehama County,2020-06-25,,,,,
Trinity County,2020-06-25,,,,,
Tulare County,2020-06-25,113.0,73.0,,,
Tuolumne County,2020-06-25,50.0,34.0,,,
Ventura County,2020-06-25,388.0,268.0,,,
Yolo County,2020-06-25,207.0,137.0,,,
Yuba County,2020-06-25,23.0,11.0,,,
